Price,Close,High,Low,Open,Volume
Ticker,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA,BBAS3.SA
Date,,,,,
2025-03-11,27.324525833129883,27.66953285701056,27.11752274688369,27.60053182826183,20095600
2025-03-12,26.944904327392578,27.09432306594221,26.84529436827707,26.994711206888518,15085100
2025-03-13,27.383195877075195,27.512691866237354,26.636109770170833,26.944904829041935,18344200
2025-03-14,27.771678924560547,27.980864014024508,27.42304027535085,27.42304027535085,22864700
2025-03-17,28.34942626953125,28.449038129425784,27.731836158073907,27.761720286023728,19847000
2025-03-18,28.389270782470703,28.53868761712766,28.249815323449297,28.34942527992851,16806400
2025-03-19,28.27969741821289,28.62833796407468,28.27969741821289,28.39923202534252,18962900
2025-03-20,28.140243530273438,28.369349481791375,28.000788064121345,28.249816767929072,14013900
2025-03-21,28.259777069091797,28.369348402641187,27.96094149592708,28.239854317559853,66960300
2025-03-24,28.24981689453125,28.329506004109323,27.980865437228417,28.329506004109323,13497500
2025-03-25,28.35938835144043,28.638301186100218,28.239855636542128,28.24981701277336,15292700
2025-03-26,28.69806671142578,28.757834967080154,28.259777569589552,28.3892716569643,11927300
2025-03-27,28.578533172607422,28.73791138319515,28.369348083749692,28.70802725623315,14399300
2025-03-28,28.52872657775879,28.86740575360689,28.419155244352513,28.5785334565236,12444500
2025-03-31,28.080476760864258,28.399233193065776,27.841409436713118,28.389271817067204,17667600
2025-04-01,28.219932556152344,28.468961259224617,27.901176120209954,28.06055433818115,14219000
2025-04-02,28.23985481262207,28.43907663161954,28.010748865802796,28.28965979238689,9089100
2025-04-03,28.399232864379883,28.578533830402602,28.110358663579238,28.150204167112367,14824700
2025-04-04,27.871292114257812,28.21993268007766,27.672070290888065,28.090438589884236,15612700
2025-04-07,27.572458267211914,28.160166157584893,27.253701831742816,27.77168008941099,22342100
2025-04-08,27.52265167236328,28.100398192631946,27.29354571948428,27.92109912077332,21884600
2025-04-09,27.64218521118164,27.990825765003997,26.984749606802644,27.39315651558541,28796100
2025-04-10,27.452922821044922,27.612301033944078,27.034554537200098,27.60233965814561,18618400
2025-04-11,27.69198989868164,27.791601755858686,27.313467121334657,27.622262168639157,14793700
2025-04-14,27.960941314697266,28.100396774640686,27.761719500483544,27.86132945762133,13391400
2025-04-15,27.662107467651367,28.010748015232917,27.592379738122684,27.921097534428,25468600
2025-04-16,27.542573928833008,27.78164125361138,27.27362247598051,27.672069917216007,21762700
2025-04-17,27.323429107666016,27.672069665607957,27.19393312046046,27.572457806204806,17336900
2025-04-22,27.672069549560547,27.811525012177217,27.24373988587999,27.293544865403607,14220700
2025-04-23,27.931058883666992,28.110357945169223,27.751757922226627,27.881252005523482,13812200
2025-04-24,27.59238052368164,27.950980557172564,26.93494491235373,27.931059705267316,37053800
2025-04-25,27.90117645263672,28.010749691274253,27.413080416792265,27.592381389130686,17884400
2025-04-28,28.23985481262207,28.29962116832749,27.74179741522111,27.901175630394363,14161300
2025-04-29,28.389270782470703,28.608415346638363,28.120319340125302,28.259776699084846,15861200
2025-04-30,28.81760025024414,28.81760025024414,28.24981514222716,28.29962012014727,15925000
2025-05-02,28.787717819213867,28.937134661713426,28.618378224397507,28.787717819213867,12319300
2025-05-05,29.00686264038086,29.335580435106365,28.897289408826314,29.046706242803705,19470000
2025-05-06,28.787717819213867,29.086553404151218,28.688105957568084,29.006864294822236,20080000
2025-05-07,29.196123123168945,29.235968625593223,28.727949869312443,28.84748257670902,31415700
2025-05-08,29.29573631286621,29.92328970504863,29.29573631286621,29.3853867974637,29500900
2025-05-09,29.41526985168457,29.883443109759742,29.345540221813756,29.365462973205418,19842500
2025-05-12,28.957056045532227,29.564686662910734,28.757834231594032,29.40530845178492,20623700
2025-05-13,29.54476547241211,29.594570453543366,28.957057575359727,28.996903080215326,20288300
2025-05-14,29.644376754760742,29.803754971189168,29.41527080613715,29.50492129037042,19723000
2025-05-15,29.28577423095703,29.79379299811906,29.056668286924598,29.644376160703917,40596400
2025-05-16,25.570266723632812,25.89898452818533,24.922792490415816,25.450732112914544,152180700
2025-05-19,24.94271469116211,25.6001502857432,24.91283056415819,25.550343407403336,60409800
2025-05-20,25.40092658996582,25.570266176563116,24.99251968698495,24.99251968698495,28138800
2025-05-21,25.1618595123291,25.56030504341568,25.07220903034235,25.480615937198365,34009800
2025-05-22,24.952674865722656,25.321238176007167,24.952674865722656,25.102093604988767,61464900
2025-05-23,24.325122833251953,24.99251980717579,24.325122833251953,24.972597055730144,35980700
2025-05-26,24.57415199279785,24.64387972424252,24.404812402173,24.41477377808484,11584100
2025-05-27,24.47454071044922,25.11205358432658,24.454617958155993,24.82318127582774,30416900
2025-05-28,23.9864444732666,24.55422960918847,23.976483097205385,24.5044246288206,31863700
2025-05-29,23.607921600341797,23.976483013631068,23.548153344182825,23.936639409463297,43563400
2025-05-30,23.329008102416992,23.737415008100506,23.259280372169293,23.65772590211197,53293100
2025-06-02,23.189552307128906,23.50830872648109,23.070017699902774,23.428619621643044,36268800
2025-06-03,22.979999542236328,23.079999923706055,22.780000686645508,22.969999313354492,20832400
2025-06-04,22.350000381469727,23.1299991607666,22.350000381469727,23.059999465942383,38469100
2025-06-05,22.239999771118164,22.530000686645508,22.239999771118164,22.399999618530273,40306500
